date;EBEV_GWh;Dadj_GWh
04/06/2012;0.000554;0.000702
05/06/2012;0.000706;0.000894
06/06/2012;0.000706;0.000894
07/06/2012;0.000554;0.000702
08/06/2012;0.000454;0.000575
09/06/2012;0.000302;0.000383
10/06/2012;0.000403;0.000511
11/06/2012;0.000655;0.000830
12/06/2012;0.000554;0.000702
13/06/2012;0.000756;0.000958
14/06/2012;0.000605;0.000766
15/06/2012;0.000605;0.000766
16/06/2012;0.000302;0.000383
17/06/2012;0.000252;0.000319
18/06/2012;0.000554;0.000702
19/06/2012;0.000655;0.000830
20/06/2012;0.000252;0.000319
21/06/2012;0.000554;0.000702
22/06/2012;0.000655;0.000830
23/06/2012;0.000252;0.000319
24/06/2012;0.000302;0.000383
25/06/2012;0.000504;0.000638
26/06/2012;0.000706;0.000894
27/06/2012;0.000706;0.000894
29/06/2012;0.000605;0.000766
30/06/2012;0.000302;0.000383
01/07/2012;0.000353;0.000447
02/07/2012;0.000403;0.000511
03/07/2012;0.000454;0.000575
04/07/2012;0.000454;0.000575
05/07/2012;0.000554;0.000702
06/07/2012;0.000554;0.000702
07/07/2012;0.000302;0.000383
08/07/2012;0.000403;0.000511
09/07/2012;0.000655;0.000830
10/07/2012;0.000504;0.000638
11/07/2012;0.000504;0.000638
12/07/2012;0.000504;0.000638
14/07/2012;0.000202;0.000255
15/07/2012;0.000252;0.000319
16/07/2012;0.000706;0.000894
17/07/2012;0.000756;0.000958
18/07/2012;0.000706;0.000894
19/07/2012;0.000958;0.001213
20/07/2012;0.000403;0.000511
21/07/2012;0.000252;0.000319
22/07/2012;0.000252;0.000319
23/07/2012;0.000403;0.000511
24/07/2012;0.000554;0.000702
25/07/2012;0.000806;0.001021
26/07/2012;0.000706;0.000894
27/07/2012;0.000655;0.000830
28/07/2012;0.000252;0.000319
29/07/2012;0.000252;0.000319
30/07/2012;0.000655;0.000830
31/07/2012;0.000706;0.000894
01/08/2012;0.000605;0.000766
03/08/2012;0.000605;0.000766
04/08/2012;0.000202;0.000255
05/08/2012;0.000202;0.000255
06/08/2012;0.000605;0.000766
07/08/2012;0.000756;0.000958
08/08/2012;0.000605;0.000766
09/08/2012;0.000605;0.000766
10/08/2012;0.000454;0.000575
11/08/2012;0.000252;0.000319
12/08/2012;0.000202;0.000255
16/08/2012;0.000454;0.000575
17/08/2012;0.000706;0.000894
18/08/2012;0.000252;0.000319
19/08/2012;0.000353;0.000447
20/08/2012;0.000403;0.000511
21/08/2012;0.000504;0.000638
22/08/2012;0.000605;0.000766
23/08/2012;0.000504;0.000638
24/08/2012;0.000554;0.000702
25/08/2012;0.000302;0.000383
26/08/2012;0.000302;0.000383
27/08/2012;0.000554;0.000702
28/08/2012;0.000454;0.000575
29/08/2012;0.000655;0.000830
30/08/2012;0.000605;0.000766
31/08/2012;0.000504;0.000638
01/09/2012;0.000403;0.000511
02/09/2012;0.000554;0.000702
03/09/2012;0.000958;0.001213
04/09/2012;0.000907;0.001149
05/09/2012;0.001008;0.001277
06/09/2012;0.000857;0.001085
07/09/2012;0.001008;0.001277
09/09/2012;0.000353;0.000447
10/09/2012;0.000958;0.001213
11/09/2012;0.001008;0.001277
12/09/2012;0.000655;0.000830
13/09/2012;0.000806;0.001021
14/09/2012;0.001109;0.001404
15/09/2012;0.000605;0.000766
16/09/2012;0.000302;0.000383
17/09/2012;0.000706;0.000894
19/09/2012;0.000806;0.001021
20/09/2012;0.000756;0.000958
21/09/2012;0.001008;0.001277
22/09/2012;0.000504;0.000638
23/09/2012;0.000504;0.000638
24/09/2012;0.001109;0.001404
25/09/2012;0.001109;0.001404
26/09/2012;0.001008;0.001277
27/09/2012;0.000958;0.001213
28/09/2012;0.000756;0.000958
29/09/2012;0.000353;0.000447
30/09/2012;0.000454;0.000575
01/10/2012;0.001260;0.001596
02/10/2012;0.000958;0.001213
03/10/2012;0.000857;0.001085
04/10/2012;0.000655;0.000830
05/10/2012;0.000605;0.000766
06/10/2012;0.000302;0.000383
07/10/2012;0.000353;0.000447
08/10/2012;0.000605;0.000766
09/10/2012;0.000605;0.000766
10/10/2012;0.000655;0.000830
11/10/2012;0.000958;0.001213
12/10/2012;0.000907;0.001149
13/10/2012;0.000353;0.000447
14/10/2012;0.000454;0.000575
15/10/2012;0.000907;0.001149
16/10/2012;0.000857;0.001085
17/10/2012;0.000756;0.000958
18/10/2012;0.000605;0.000766
19/10/2012;0.001310;0.001660
20/10/2012;0.000353;0.000447
21/10/2012;0.000353;0.000447
22/10/2012;0.000806;0.001021
23/10/2012;0.000806;0.001021
24/10/2012;0.000857;0.001085
25/10/2012;0.000756;0.000958
26/10/2012;0.000706;0.000894
27/10/2012;0.000504;0.000638
28/10/2012;0.000605;0.000766
30/10/2012;0.000655;0.000830
31/10/2012;0.000806;0.001021
01/11/2012;0.000605;0.000766
02/11/2012;0.000756;0.000958
03/11/2012;0.000403;0.000511
04/11/2012;0.000252;0.000319
05/11/2012;0.000706;0.000894
06/11/2012;0.000706;0.000894
07/11/2012;0.000554;0.000702
08/11/2012;0.000958;0.001213
09/11/2012;0.000706;0.000894
10/11/2012;0.000706;0.000894
12/11/2012;0.000756;0.000958
13/11/2012;0.000605;0.000766
14/11/2012;0.000504;0.000638
15/11/2012;0.000706;0.000894
16/11/2012;0.000655;0.000830
17/11/2012;0.000353;0.000447
18/11/2012;0.000252;0.000319
19/11/2012;0.000655;0.000830
20/11/2012;0.000554;0.000702
21/11/2012;0.000706;0.000894
22/11/2012;0.000806;0.001021
23/11/2012;0.000504;0.000638
24/11/2012;0.000353;0.000447
25/11/2012;0.000252;0.000319
26/11/2012;0.000706;0.000894
27/11/2012;0.000756;0.000958
28/11/2012;0.000504;0.000638
29/11/2012;0.000504;0.000638
30/11/2012;0.000504;0.000638
01/12/2012;0.000403;0.000511
02/12/2012;0.000353;0.000447
03/12/2012;0.000907;0.001149
04/12/2012;0.000806;0.001021
05/12/2012;0.000806;0.001021
06/12/2012;0.000403;0.000511
07/12/2012;0.000605;0.000766
08/12/2012;0.000202;0.000255
09/12/2012;0.000202;0.000255
10/12/2012;0.000655;0.000830
11/12/2012;0.001058;0.001341
12/12/2012;0.000857;0.001085
13/12/2012;0.000706;0.000894
14/12/2012;0.000756;0.000958
15/12/2012;0.000302;0.000383
16/12/2012;0.000403;0.000511
17/12/2012;0.000706;0.000894
18/12/2012;0.000958;0.001213
19/12/2012;0.000605;0.000766
20/12/2012;0.000958;0.001213
21/12/2012;0.000857;0.001085
22/12/2012;0.000403;0.000511
23/12/2012;0.000403;0.000511
24/12/2012;0.000907;0.001149
25/12/2012;0.000706;0.000894
26/12/2012;0.000605;0.000766
27/12/2012;0.000605;0.000766
28/12/2012;0.000655;0.000830
29/12/2012;0.000403;0.000511
30/12/2012;0.000353;0.000447
02/01/2013;0.000588;0.000772
04/01/2013;0.000724;0.000950
05/01/2013;0.000588;0.000772
06/01/2013;0.000453;0.000594
07/01/2013;0.000769;0.001010
08/01/2013;0.000950;0.001247
09/01/2013;0.000724;0.000950
10/01/2013;0.000634;0.000831
11/01/2013;0.000905;0.001188
12/01/2013;0.000362;0.000475
13/01/2013;0.000317;0.000416
14/01/2013;0.000860;0.001128
15/01/2013;0.000769;0.001010
16/01/2013;0.000769;0.001010
17/01/2013;0.000588;0.000772
18/01/2013;0.001041;0.001366
19/01/2013;0.000272;0.000356
20/01/2013;0.000407;0.000535
21/01/2013;0.000498;0.000653
22/01/2013;0.000724;0.000950
23/01/2013;0.000905;0.001188
24/01/2013;0.000769;0.001010
25/01/2013;0.000634;0.000831
26/01/2013;0.000226;0.000297
27/01/2013;0.000498;0.000653
28/01/2013;0.000634;0.000831
29/01/2013;0.000679;0.000891
30/01/2013;0.000634;0.000831
31/01/2013;0.000634;0.000831
01/02/2013;0.000634;0.000831
02/02/2013;0.000362;0.000475
03/02/2013;0.000407;0.000535
04/02/2013;0.000769;0.001010
05/02/2013;0.000860;0.001128
06/02/2013;0.001131;0.001485
07/02/2013;0.000634;0.000831
08/02/2013;0.000905;0.001188
09/02/2013;0.000453;0.000594
10/02/2013;0.000453;0.000594
11/02/2013;0.000769;0.001010
12/02/2013;0.000634;0.000831
13/02/2013;0.000860;0.001128
14/02/2013;0.000498;0.000653
15/02/2013;0.000950;0.001247
16/02/2013;0.000543;0.000713
17/02/2013;0.000226;0.000297
18/02/2013;0.000453;0.000594
19/02/2013;0.000679;0.000891
20/02/2013;0.000724;0.000950
22/02/2013;0.000679;0.000891
23/02/2013;0.000543;0.000713
24/02/2013;0.000317;0.000416
26/02/2013;0.000860;0.001128
27/02/2013;0.000634;0.000831
28/02/2013;0.000543;0.000713
02/03/2013;0.000498;0.000653
03/03/2013;0.000588;0.000772
04/03/2013;0.001041;0.001366
05/03/2013;0.000860;0.001128
06/03/2013;0.001041;0.001366
07/03/2013;0.000950;0.001247
08/03/2013;0.001086;0.001425
09/03/2013;0.000498;0.000653
10/03/2013;0.000498;0.000653
11/03/2013;0.001086;0.001425
12/03/2013;0.001267;0.001663
13/03/2013;0.001131;0.001485
14/03/2013;0.000815;0.001069
15/03/2013;0.001358;0.001782
16/03/2013;0.000498;0.000653
18/03/2013;0.000996;0.001307
19/03/2013;0.000860;0.001128
20/03/2013;0.000996;0.001307
21/03/2013;0.000860;0.001128
22/03/2013;0.001041;0.001366
23/03/2013;0.000634;0.000831
24/03/2013;0.000407;0.000535
25/03/2013;0.000905;0.001188
26/03/2013;0.000815;0.001069
27/03/2013;0.001358;0.001782
28/03/2013;0.000996;0.001307
29/03/2013;0.000815;0.001069
30/03/2013;0.000453;0.000594
31/03/2013;0.000498;0.000653
01/04/2013;0.000996;0.001307
02/04/2013;0.000679;0.000891
03/04/2013;0.000634;0.000831
04/04/2013;0.000588;0.000772
05/04/2013;0.000815;0.001069
06/04/2013;0.000407;0.000535
07/04/2013;0.000362;0.000475
08/04/2013;0.000543;0.000713
09/04/2013;0.000679;0.000891
10/04/2013;0.000860;0.001128
11/04/2013;0.000905;0.001188
12/04/2013;0.000860;0.001128
13/04/2013;0.000362;0.000475
14/04/2013;0.000453;0.000594
15/04/2013;0.000769;0.001010
16/04/2013;0.000769;0.001010
17/04/2013;0.000815;0.001069
18/04/2013;0.000905;0.001188
19/04/2013;0.000588;0.000772
20/04/2013;0.000453;0.000594
21/04/2013;0.000317;0.000416
22/04/2013;0.000996;0.001307
23/04/2013;0.000679;0.000891
24/04/2013;0.001086;0.001425
26/04/2013;0.000769;0.001010
27/04/2013;0.000453;0.000594
28/04/2013;0.000362;0.000475
30/04/2013;0.000905;0.001188
01/05/2013;0.001041;0.001366
02/05/2013;0.001086;0.001425
06/05/2013;0.001086;0.001425
07/05/2013;0.000724;0.000950
08/05/2013;0.000950;0.001247
09/05/2013;0.000769;0.001010
10/05/2013;0.000724;0.000950
11/05/2013;0.000362;0.000475
12/05/2013;0.000407;0.000535
13/05/2013;0.000362;0.000475
14/05/2013;0.000679;0.000891
15/05/2013;0.000815;0.001069
16/05/2013;0.000498;0.000653
17/05/2013;0.000724;0.000950
18/05/2013;0.000272;0.000356
19/05/2013;0.000407;0.000535
20/05/2013;0.000679;0.000891
21/05/2013;0.001041;0.001366
23/05/2013;0.000815;0.001069
24/05/2013;0.000498;0.000653
25/05/2013;0.000362;0.000475
26/05/2013;0.000272;0.000356
27/05/2013;0.000543;0.000713
28/05/2013;0.000815;0.001069
29/05/2013;0.000769;0.001010
30/05/2013;0.000588;0.000772
31/05/2013;0.000679;0.000891
01/06/2013;0.000407;0.000535
02/06/2013;0.000317;0.000416
03/06/2013;0.000769;0.001010
04/06/2013;0.000996;0.001307
05/06/2013;0.000498;0.000653
06/06/2013;0.000498;0.000653
07/06/2013;0.000588;0.000772
08/06/2013;0.000407;0.000535
09/06/2013;0.000362;0.000475
10/06/2013;0.000860;0.001128
11/06/2013;0.000588;0.000772
12/06/2013;0.000905;0.001188
13/06/2013;0.000815;0.001069
14/06/2013;0.001177;0.001544
15/06/2013;0.000407;0.000535
16/06/2013;0.000317;0.000416
17/06/2013;0.000679;0.000891
18/06/2013;0.000905;0.001188
19/06/2013;0.000724;0.000950
20/06/2013;0.000679;0.000891
21/06/2013;0.000634;0.000831
22/06/2013;0.000317;0.000416
23/06/2013;0.000317;0.000416
24/06/2013;0.000634;0.000831
25/06/2013;0.000498;0.000653
26/06/2013;0.000950;0.001247
27/06/2013;0.000679;0.000891
28/06/2013;0.000634;0.000831
29/06/2013;0.000362;0.000475
30/06/2013;0.000498;0.000653
01/07/2013;0.000588;0.000772
02/07/2013;0.000769;0.001010
03/07/2013;0.000950;0.001247
04/07/2013;0.000769;0.001010
06/07/2013;0.000362;0.000475
07/07/2013;0.000453;0.000594
09/07/2013;0.001041;0.001366
10/07/2013;0.000950;0.001247
11/07/2013;0.000498;0.000653
12/07/2013;0.001041;0.001366
13/07/2013;0.000498;0.000653
14/07/2013;0.000317;0.000416
15/07/2013;0.000724;0.000950
16/07/2013;0.001041;0.001366
17/07/2013;0.001086;0.001425
18/07/2013;0.000905;0.001188
19/07/2013;0.000679;0.000891
20/07/2013;0.000724;0.000950
21/07/2013;0.000815;0.001069
23/07/2013;0.000860;0.001128
24/07/2013;0.000724;0.000950
25/07/2013;0.000996;0.001307
26/07/2013;0.000769;0.001010
27/07/2013;0.000362;0.000475
28/07/2013;0.000362;0.000475
29/07/2013;0.000996;0.001307
30/07/2013;0.000769;0.001010
31/07/2013;0.000543;0.000713
01/08/2013;0.000679;0.000891
02/08/2013;0.000769;0.001010
03/08/2013;0.000407;0.000535
04/08/2013;0.000362;0.000475
05/08/2013;0.000769;0.001010
06/08/2013;0.000543;0.000713
07/08/2013;0.000815;0.001069
08/08/2013;0.000634;0.000831
09/08/2013;0.000634;0.000831
11/08/2013;0.000272;0.000356
12/08/2013;0.000634;0.000831
16/08/2013;0.000634;0.000831
17/08/2013;0.000362;0.000475
18/08/2013;0.000317;0.000416
19/08/2013;0.000996;0.001307
20/08/2013;0.000588;0.000772
21/08/2013;0.000905;0.001188
22/08/2013;0.000498;0.000653
23/08/2013;0.000815;0.001069
25/08/2013;0.000407;0.000535
26/08/2013;0.000724;0.000950
27/08/2013;0.000634;0.000831
28/08/2013;0.000860;0.001128
29/08/2013;0.000724;0.000950
30/08/2013;0.000679;0.000891
31/08/2013;0.000407;0.000535
01/09/2013;0.000453;0.000594
02/09/2013;0.000996;0.001307
03/09/2013;0.000679;0.000891
04/09/2013;0.001041;0.001366
05/09/2013;0.001041;0.001366
06/09/2013;0.000996;0.001307
07/09/2013;0.000407;0.000535
08/09/2013;0.000453;0.000594
09/09/2013;0.001086;0.001425
10/09/2013;0.000860;0.001128
11/09/2013;0.001086;0.001425
12/09/2013;0.001086;0.001425
13/09/2013;0.001131;0.001485
14/09/2013;0.000543;0.000713
15/09/2013;0.000498;0.000653
16/09/2013;0.001358;0.001782
17/09/2013;0.000769;0.001010
18/09/2013;0.000860;0.001128
19/09/2013;0.000815;0.001069
20/09/2013;0.000724;0.000950
21/09/2013;0.000634;0.000831
22/09/2013;0.000407;0.000535
23/09/2013;0.000860;0.001128
24/09/2013;0.000815;0.001069
25/09/2013;0.000815;0.001069
26/09/2013;0.000815;0.001069
27/09/2013;0.000905;0.001188
28/09/2013;0.000543;0.000713
29/09/2013;0.000634;0.000831
30/09/2013;0.000724;0.000950
01/10/2013;0.000996;0.001307
02/10/2013;0.000996;0.001307
03/10/2013;0.000950;0.001247
04/10/2013;0.001041;0.001366
05/10/2013;0.000272;0.000356
06/10/2013;0.000453;0.000594
07/10/2013;0.001041;0.001366
08/10/2013;0.000905;0.001188
09/10/2013;0.000815;0.001069
10/10/2013;0.000860;0.001128
11/10/2013;0.000905;0.001188
12/10/2013;0.000317;0.000416
13/10/2013;0.000453;0.000594
14/10/2013;0.000679;0.000891
15/10/2013;0.000724;0.000950
16/10/2013;0.000769;0.001010
17/10/2013;0.000860;0.001128
18/10/2013;0.000950;0.001247
19/10/2013;0.000498;0.000653
20/10/2013;0.000362;0.000475
21/10/2013;0.000905;0.001188
22/10/2013;0.001403;0.001841
23/10/2013;0.000905;0.001188
24/10/2013;0.001131;0.001485
25/10/2013;0.001086;0.001425
26/10/2013;0.000362;0.000475
27/10/2013;0.000634;0.000831
28/10/2013;0.000679;0.000891
29/10/2013;0.000724;0.000950
30/10/2013;0.001041;0.001366
31/10/2013;0.001177;0.001544
01/11/2013;0.001086;0.001425
02/11/2013;0.000543;0.000713
03/11/2013;0.000453;0.000594
04/11/2013;0.000679;0.000891
05/11/2013;0.000905;0.001188
06/11/2013;0.001131;0.001485
07/11/2013;0.000769;0.001010
08/11/2013;0.001086;0.001425
09/11/2013;0.000498;0.000653
10/11/2013;0.000498;0.000653
11/11/2013;0.000996;0.001307
12/11/2013;0.000860;0.001128
13/11/2013;0.001222;0.001604
14/11/2013;0.000860;0.001128
15/11/2013;0.000724;0.000950
16/11/2013;0.000679;0.000891
17/11/2013;0.000317;0.000416
18/11/2013;0.001041;0.001366
19/11/2013;0.001041;0.001366
20/11/2013;0.000860;0.001128
21/11/2013;0.000724;0.000950
22/11/2013;0.000860;0.001128
23/11/2013;0.000362;0.000475
24/11/2013;0.000498;0.000653
25/11/2013;0.001041;0.001366
26/11/2013;0.000815;0.001069
27/11/2013;0.001267;0.001663
28/11/2013;0.001267;0.001663
29/11/2013;0.001267;0.001663
30/11/2013;0.000543;0.000713
01/12/2013;0.000634;0.000831
02/12/2013;0.000724;0.000950
03/12/2013;0.000996;0.001307
04/12/2013;0.000905;0.001188
05/12/2013;0.000860;0.001128
06/12/2013;0.000815;0.001069
08/12/2013;0.000498;0.000653
09/12/2013;0.001313;0.001722
10/12/2013;0.001267;0.001663
11/12/2013;0.001313;0.001722
12/12/2013;0.000905;0.001188
13/12/2013;0.000815;0.001069
14/12/2013;0.000724;0.000950
15/12/2013;0.000588;0.000772
16/12/2013;0.000905;0.001188
17/12/2013;0.001267;0.001663
18/12/2013;0.001448;0.001900
19/12/2013;0.001131;0.001485
20/12/2013;0.001358;0.001782
22/12/2013;0.000588;0.000772
24/12/2013;0.000815;0.001069
25/12/2013;0.001131;0.001485
26/12/2013;0.001177;0.001544
27/12/2013;0.001403;0.001841
28/12/2013;0.000498;0.000653
29/12/2013;0.000679;0.000891
30/12/2013;0.001403;0.001841
02/01/2014;0.001284;0.001753
04/01/2014;0.000428;0.000584
06/01/2014;0.001237;0.001688
07/01/2014;0.001617;0.002207
08/01/2014;0.000666;0.000909
09/01/2014;0.001047;0.001428
10/01/2014;0.000761;0.001039
11/01/2014;0.000333;0.000454
12/01/2014;0.000618;0.000844
13/01/2014;0.000904;0.001234
14/01/2014;0.001047;0.001428
15/01/2014;0.001284;0.001753
16/01/2014;0.001808;0.002467
17/01/2014;0.001332;0.001818
18/01/2014;0.000618;0.000844
19/01/2014;0.000428;0.000584
20/01/2014;0.001094;0.001493
21/01/2014;0.001094;0.001493
22/01/2014;0.001094;0.001493
23/01/2014;0.000666;0.000909
24/01/2014;0.000904;0.001234
25/01/2014;0.000476;0.000649
26/01/2014;0.000476;0.000649
27/01/2014;0.001047;0.001428
28/01/2014;0.001189;0.001623
29/01/2014;0.001047;0.001428
30/01/2014;0.001047;0.001428
31/01/2014;0.000904;0.001234
01/02/2014;0.000666;0.000909
02/02/2014;0.000381;0.000519
03/02/2014;0.001427;0.001948
04/02/2014;0.001047;0.001428
05/02/2014;0.000951;0.001298
06/02/2014;0.001047;0.001428
08/02/2014;0.000428;0.000584
09/02/2014;0.000666;0.000909
10/02/2014;0.000666;0.000909
12/02/2014;0.001189;0.001623
13/02/2014;0.001332;0.001818
14/02/2014;0.001427;0.001948
15/02/2014;0.000571;0.000779
16/02/2014;0.000666;0.000909
17/02/2014;0.000999;0.001363
18/02/2014;0.001237;0.001688
19/02/2014;0.001522;0.002077
20/02/2014;0.001522;0.002077
22/02/2014;0.000618;0.000844
23/02/2014;0.000571;0.000779
24/02/2014;0.000856;0.001169
25/02/2014;0.000951;0.001298
26/02/2014;0.001475;0.002013
27/02/2014;0.000904;0.001234
28/02/2014;0.001094;0.001493
01/03/2014;0.000856;0.001169
02/03/2014;0.000618;0.000844
04/03/2014;0.001237;0.001688
05/03/2014;0.001808;0.002467
06/03/2014;0.001522;0.002077
07/03/2014;0.001713;0.002337
08/03/2014;0.000904;0.001234
09/03/2014;0.000571;0.000779
10/03/2014;0.001808;0.002467
11/03/2014;0.001760;0.002402
12/03/2014;0.001475;0.002013
13/03/2014;0.001475;0.002013
14/03/2014;0.002331;0.003181
15/03/2014;0.000904;0.001234
16/03/2014;0.001094;0.001493
17/03/2014;0.001855;0.002532
18/03/2014;0.002141;0.002921
19/03/2014;0.001617;0.002207
20/03/2014;0.001332;0.001818
21/03/2014;0.001380;0.001883
22/03/2014;0.000571;0.000779
23/03/2014;0.000666;0.000909
24/03/2014;0.001713;0.002337
26/03/2014;0.001855;0.002532
27/03/2014;0.001284;0.001753
29/03/2014;0.000714;0.000974
30/03/2014;0.000666;0.000909
31/03/2014;0.001760;0.002402
01/04/2014;0.000428;0.000584
02/04/2014;0.000618;0.000844
03/04/2014;0.000714;0.000974
04/04/2014;0.000523;0.000714
06/04/2014;0.000333;0.000454
07/04/2014;0.000666;0.000909
08/04/2014;0.000523;0.000714
09/04/2014;0.000618;0.000844
11/04/2014;0.000761;0.001039
12/04/2014;0.000381;0.000519
13/04/2014;0.000143;0.000195
14/04/2014;0.000476;0.000649
15/04/2014;0.000523;0.000714
16/04/2014;0.000666;0.000909
17/04/2014;0.000714;0.000974
18/04/2014;0.000714;0.000974
19/04/2014;0.000333;0.000454
20/04/2014;0.000238;0.000325
21/04/2014;0.000571;0.000779
22/04/2014;0.000761;0.001039
23/04/2014;0.000666;0.000909
24/04/2014;0.000618;0.000844
25/04/2014;0.000618;0.000844
26/04/2014;0.000476;0.000649
27/04/2014;0.000285;0.000390
01/05/2014;0.000523;0.000714
02/05/2014;0.000809;0.001104
07/05/2014;0.000476;0.000649
08/05/2014;0.000523;0.000714
09/05/2014;0.000571;0.000779
10/05/2014;0.000238;0.000325
11/05/2014;0.000143;0.000195
12/05/2014;0.000523;0.000714
13/05/2014;0.000523;0.000714
14/05/2014;0.000618;0.000844
15/05/2014;0.000523;0.000714
17/05/2014;0.000381;0.000519
18/05/2014;0.000238;0.000325
19/05/2014;0.000618;0.000844
20/05/2014;0.000381;0.000519
21/05/2014;0.000666;0.000909
22/05/2014;0.000381;0.000519
23/05/2014;0.000571;0.000779
24/05/2014;0.000190;0.000260
25/05/2014;0.000238;0.000325
26/05/2014;0.000523;0.000714
27/05/2014;0.000666;0.000909
28/05/2014;0.000618;0.000844
29/05/2014;0.000571;0.000779
30/05/2014;0.000714;0.000974
31/05/2014;0.000190;0.000260
02/06/2014;0.000666;0.000909
03/06/2014;0.000571;0.000779
04/06/2014;0.000856;0.001169
05/06/2014;0.000618;0.000844
06/06/2014;0.000571;0.000779
07/06/2014;0.000285;0.000390
08/06/2014;0.000428;0.000584
09/06/2014;0.000714;0.000974
10/06/2014;0.000523;0.000714
11/06/2014;0.000571;0.000779
12/06/2014;0.000523;0.000714
13/06/2014;0.000523;0.000714
14/06/2014;0.000333;0.000454
15/06/2014;0.000333;0.000454
16/06/2014;0.000666;0.000909
17/06/2014;0.000618;0.000844
18/06/2014;0.000666;0.000909
19/06/2014;0.000618;0.000844
20/06/2014;0.000761;0.001039
21/06/2014;0.000523;0.000714
22/06/2014;0.000285;0.000390
23/06/2014;0.000618;0.000844
24/06/2014;0.000618;0.000844
25/06/2014;0.000571;0.000779
26/06/2014;0.000523;0.000714
27/06/2014;0.000904;0.001234
28/06/2014;0.000285;0.000390
29/06/2014;0.000285;0.000390
30/06/2014;0.000666;0.000909
01/07/2014;0.001094;0.001493
03/07/2014;0.000856;0.001169
04/07/2014;0.000666;0.000909
05/07/2014;0.000238;0.000325
06/07/2014;0.000381;0.000519
07/07/2014;0.000904;0.001234
08/07/2014;0.000809;0.001104
09/07/2014;0.000714;0.000974
10/07/2014;0.000571;0.000779
11/07/2014;0.000381;0.000519
12/07/2014;0.000238;0.000325
13/07/2014;0.000285;0.000390
14/07/2014;0.000666;0.000909
15/07/2014;0.000618;0.000844
16/07/2014;0.000809;0.001104
17/07/2014;0.000999;0.001363
18/07/2014;0.000714;0.000974
20/07/2014;0.000381;0.000519
21/07/2014;0.000523;0.000714
22/07/2014;0.000856;0.001169
23/07/2014;0.000618;0.000844
24/07/2014;0.000714;0.000974
25/07/2014;0.000856;0.001169
26/07/2014;0.000238;0.000325
27/07/2014;0.000428;0.000584
28/07/2014;0.000809;0.001104
30/07/2014;0.000714;0.000974
31/07/2014;0.000666;0.000909
02/08/2014;0.000285;0.000390
03/08/2014;0.000381;0.000519
04/08/2014;0.000523;0.000714
05/08/2014;0.000666;0.000909
06/08/2014;0.000714;0.000974
07/08/2014;0.000666;0.000909
08/08/2014;0.000714;0.000974
09/08/2014;0.000333;0.000454
10/08/2014;0.000381;0.000519
11/08/2014;0.000618;0.000844
12/08/2014;0.000476;0.000649
16/08/2014;0.000333;0.000454
17/08/2014;0.000333;0.000454
18/08/2014;0.000381;0.000519
19/08/2014;0.000761;0.001039
20/08/2014;0.000761;0.001039
21/08/2014;0.000666;0.000909
23/08/2014;0.000381;0.000519
24/08/2014;0.000238;0.000325
25/08/2014;0.000856;0.001169
26/08/2014;0.000714;0.000974
27/08/2014;0.000761;0.001039
28/08/2014;0.000476;0.000649
29/08/2014;0.000618;0.000844
30/08/2014;0.000238;0.000325
31/08/2014;0.000285;0.000390
01/09/2014;0.000951;0.001298
02/09/2014;0.000951;0.001298
03/09/2014;0.000951;0.001298
04/09/2014;0.000951;0.001298
05/09/2014;0.001047;0.001428
06/09/2014;0.000476;0.000649
07/09/2014;0.000761;0.001039
08/09/2014;0.000761;0.001039
09/09/2014;0.000999;0.001363
10/09/2014;0.001142;0.001558
11/09/2014;0.001380;0.001883
12/09/2014;0.001380;0.001883
13/09/2014;0.000428;0.000584
14/09/2014;0.000523;0.000714
15/09/2014;0.000951;0.001298
16/09/2014;0.001427;0.001948
17/09/2014;0.001284;0.001753
18/09/2014;0.001189;0.001623
19/09/2014;0.001094;0.001493
20/09/2014;0.000428;0.000584
21/09/2014;0.000428;0.000584
22/09/2014;0.001142;0.001558
23/09/2014;0.001047;0.001428
24/09/2014;0.001094;0.001493
25/09/2014;0.001237;0.001688
26/09/2014;0.001332;0.001818
28/09/2014;0.000476;0.000649
29/09/2014;0.001094;0.001493
30/09/2014;0.001094;0.001493
01/10/2014;0.000809;0.001104
02/10/2014;0.000951;0.001298
03/10/2014;0.001237;0.001688
04/10/2014;0.000523;0.000714
05/10/2014;0.000333;0.000454
06/10/2014;0.000809;0.001104
07/10/2014;0.000856;0.001169
08/10/2014;0.000714;0.000974
09/10/2014;0.000571;0.000779
11/10/2014;0.000476;0.000649
12/10/2014;0.000333;0.000454
13/10/2014;0.000618;0.000844
14/10/2014;0.000809;0.001104
16/10/2014;0.000856;0.001169
17/10/2014;0.000951;0.001298
18/10/2014;0.000476;0.000649
19/10/2014;0.000476;0.000649
20/10/2014;0.000523;0.000714
21/10/2014;0.000761;0.001039
22/10/2014;0.000951;0.001298
23/10/2014;0.000951;0.001298
24/10/2014;0.000904;0.001234
25/10/2014;0.000523;0.000714
26/10/2014;0.000333;0.000454
27/10/2014;0.001142;0.001558
28/10/2014;0.000618;0.000844
29/10/2014;0.001380;0.001883
31/10/2014;0.001142;0.001558
01/11/2014;0.000523;0.000714
02/11/2014;0.000333;0.000454
03/11/2014;0.000904;0.001234
04/11/2014;0.000761;0.001039
05/11/2014;0.000904;0.001234
06/11/2014;0.001142;0.001558
07/11/2014;0.000809;0.001104
08/11/2014;0.000476;0.000649
09/11/2014;0.000523;0.000714
